modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,A_clean_accuracy,A_clean_macro_f1,A_clean_mae,A_clean_pearson,A_aug_accuracy,A_aug_macro_f1,A_aug_mae,A_aug_pearson,B1_clean_accuracy,B1_clean_macro_f1,B1_clean_mae,B1_clean_pearson,B1_aug_accuracy,B1_aug_macro_f1,B1_aug_mae,B1_aug_pearson,B2_clean_accuracy,B2_clean_macro_f1,B2_clean_mae,B2_clean_pearson,B2_aug_accuracy,B2_aug_macro_f1,B2_aug_mae,B2_aug_pearson,delta_B2_aug_minus_A_aug_accuracy,delta_B2_aug_minus_A_aug_macro_f1,delta_B2_aug_minus_A_aug_mae,delta_B2_aug_minus_A_aug_pearson
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0.6282051282051282,0.6039737741097141,0.6140698194503784,0.6269112603994176,0.6208791208791209,0.6031782804738263,0.6055871645609537,0.6187934909706725,0.5874542124542125,0.581297335841921,0.630450705687205,0.6205159886634211,0.6204212454212454,0.60516780060351,0.6023340026537577,0.6336925914279307,0.5966117216117216,0.5901421223433134,0.6050805250803629,0.6455540098287261,0.63003663003663,0.6099509037885164,0.6066276828447977,0.6443279012569851,0.009157509157509125,0.006772623314690085,0.0010405182838439941,0.025534410286312648
AV,front,0.5,728,8752,0.516434327252749,0.5107449426736299,0.6204212454212454,0.5951714135715473,0.6157487233479818,0.6256802301883864,0.6130952380952381,0.5953457282858536,0.6066461404164633,0.6183835176810206,0.5796703296703297,0.5755922495641702,0.6446128090222677,0.6127456657904811,0.6103479853479854,0.5977640248882601,0.6024007201194763,0.6332692483964633,0.5911172161172161,0.5869326652362019,0.6005383928616842,0.6429657236597643,0.6263736263736264,0.6083908485583767,0.6097131570180258,0.6385643008221105,0.013278388278388231,0.013045120272523025,0.0030670166015625,0.020180783141089842
AV,middle,0.1,728,2032,0.12971193869701972,0.11849450747343779,0.6318681318681318,0.6074353767439401,0.6080044110616049,0.6336241528654483,0.6227106227106227,0.6044846105942123,0.5974062283833822,0.6260451626588525,0.6011904761904762,0.5904158017538531,0.6125395099322001,0.6351930978342041,0.6130952380952381,0.5945038205105381,0.6009391744931539,0.6373357904507468,0.6126373626373627,0.5964195203122037,0.6089366674423218,0.6498184443105491,0.6323260073260073,0.6077057871542801,0.6050938367843628,0.6479998533419546,0.009615384615384581,0.0032211765600678177,0.0076876084009805945,0.021954690683102185
AV,middle,0.3,728,5478,0.3284235928836993,0.3194369409928567,0.6323260073260073,0.6065562567930376,0.6073928276697794,0.6343204787635918,0.6204212454212454,0.6016477765484478,0.5962507724761963,0.6272713591983896,0.6048534798534798,0.5977298728842388,0.6261982719103495,0.6260069876259097,0.6176739926739927,0.6024111731895926,0.6016661524772644,0.6369895956485906,0.6108058608058607,0.6002094528573113,0.6031634211540222,0.6476105090385917,0.6291208791208791,0.6083778251589835,0.6073271433512369,0.642018168773053,0.008699633699633669,0.0067300486105357216,0.011076370875040653,0.014746809574663344
AV,middle,0.5,728,8752,0.516434327252749,0.5098745422894532,0.6268315018315018,0.6000059900195576,0.6069148580233256,0.6342630379720979,0.6213369963369964,0.6017599245084512,0.5963491002718607,0.6270335756322152,0.5984432234432234,0.5925258785642101,0.6420669158299764,0.6132253324550928,0.6158424908424909,0.6027323184694122,0.6052843928337097,0.6300327337499402,0.6034798534798534,0.5978496237909585,0.6013164718945821,0.6418510471687391,0.6268315018315018,0.6072548915903372,0.6098665992418925,0.6359519556615811,0.005494505494505475,0.005494967081886015,0.013517498970031738,0.008918380029365958
T,back,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.5801282051282052,0.5571134661166919,0.6283716559410095,0.5937963020196415,0.5837912087912088,0.560680204052002,0.6266055901845297,0.5843018354297659,0.5590659340659341,0.5452251828132716,0.6395280559857687,0.57781351575435,0.5741758241758241,0.5489082127118493,0.6340966622034708,0.5885726669068345,0.5654761904761905,0.535908914754792,0.6448944608370463,0.5895233245899738,0.5883699633699634,0.5623914864964499,0.6258530219395956,0.6075171576716908,0.0045787545787545625,0.001711282444447848,-0.000752568244934082,0.023215322241924907
T,back,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5718864468864469,0.5522236370423949,0.6339938044548035,0.5872345372096899,0.5737179487179487,0.5513359407890606,0.6383251746495565,0.5728560158419373,0.5370879120879121,0.5171553700620937,0.6632740100224813,0.5471759254093501,0.5508241758241759,0.5244610809529795,0.6534905433654785,0.5650580813396713,0.5471611721611722,0.5158162351427841,0.6719011863072714,0.5594050483018321,0.5663919413919414,0.5436415532308412,0.6456709702809652,0.5830457077704142,-0.0073260073260073,-0.007694387558219384,0.007345795631408691,0.010189691928476852
T,back,0.5,728,8752,0.516434327252749,0.5096668996040066,0.5434981684981685,0.5239885458866206,0.665079673131307,0.5201515687450773,0.5595238095238095,0.5396968741507783,0.6703800757726034,0.5128323519630036,0.4931318681318681,0.4632949240859295,0.7159545024236044,0.4395487347473412,0.5311355311355311,0.5028988463351167,0.6996342539787292,0.4734996038301788,0.5064102564102564,0.46447982234428975,0.7222012678782145,0.45556994473885404,0.5416666666666666,0.5193273320082002,0.6930026809374491,0.4937390262714993,-0.017857142857142905,-0.020369542142578023,0.02262260516484571,-0.019093325691504293
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.5956959706959707,0.5766118693579517,0.6181537508964539,0.6115224236866558,0.6021062271062271,0.5809560416854124,0.617475430170695,0.6043310659550569,0.5741758241758241,0.5613713081976411,0.6269848346710205,0.5956489680399153,0.592948717948718,0.5689810634694916,0.6179772218068441,0.6139965750419508,0.5801282051282052,0.5419288541047425,0.6360646486282349,0.6092072508382114,0.608974358974359,0.5799698969097297,0.6216718355814616,0.6174567653876838,0.006868131868131955,-0.0009861447756827069,0.0041964054107666016,0.01312569943262687
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.565018315018315,0.5511947994553121,0.6459249258041382,0.5414168590690606,0.5714285714285714,0.5542255489806573,0.6500062545140585,0.5314651698065956,0.5325091575091575,0.5149347458483188,0.6665489872296652,0.505125059590544,0.576007326007326,0.5493454408126721,0.6542365948359171,0.5418467593136299,0.5521978021978022,0.5091120802509439,0.6798520684242249,0.5220383049492344,0.5755494505494505,0.5440394345052068,0.6629542311032613,0.5382720703440094,0.004120879120879106,-0.010186114475450592,0.01294797658920288,0.006806900537413729
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,0.548992673992674,0.5342036869661619,0.6730482379595438,0.4868796770779814,0.5581501831501832,0.5411223621154669,0.678443431854248,0.47934650828618947,0.5164835164835164,0.49262867977231195,0.7069504857063293,0.4323374830022097,0.5512820512820512,0.5184316512270652,0.6954319278399149,0.46315074322645117,0.5256410256410257,0.4775126114817531,0.7240526477495829,0.443205756486077,0.554945054945055,0.5209412961551408,0.6985376477241516,0.4743733154796095,-0.0032051282051281937,-0.020181065960326094,0.020094215869903564,-0.004973192806579985
T,middle,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.5906593406593407,0.5711119472129548,0.6175399422645569,0.5975138264420393,0.6043956043956045,0.5835911394627062,0.61419810851415,0.5887227381137825,0.5741758241758242,0.558046628106391,0.6340758403142294,0.57669195601381,0.603021978021978,0.5743404251278508,0.6250293056170145,0.5945988100017081,0.581959706959707,0.550658794649698,0.6421271165211996,0.5949509695810696,0.6048534798534798,0.5747547533229512,0.6284661293029785,0.6049469767562724,0.0004578754578753452,-0.008836386139755015,0.014268020788828495,0.016224238642489897
T,middle,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.592948717948718,0.5783480375624735,0.62850022315979,0.557525515679976,0.5934065934065934,0.5763507883959715,0.631996750831604,0.5476807941244247,0.5540293040293041,0.5299281528310714,0.6625528732935587,0.5199733405337986,0.5847069597069597,0.553829634953651,0.6475596030553182,0.5468867723203493,0.5590659340659341,0.5160118578639183,0.6712343891461691,0.5418306881767104,0.5865384615384616,0.5569564227939324,0.6507147153218588,0.5557716751531363,-0.006868131868131844,-0.01939436560203911,0.018717964490254757,0.008090881028711583
T,middle,0.5,728,8752,0.516434327252749,0.5096668996040066,0.5265567765567766,0.5151652779413785,0.6673425833384196,0.5041546888756514,0.5402930402930403,0.528455925952047,0.672307014465332,0.5016295302829417,0.5114468864468864,0.4871419860091029,0.7076466282208761,0.4398929164879117,0.5462454212454212,0.5113953393130491,0.6886972387631735,0.4901308471373767,0.5183150183150182,0.4769720823811311,0.7179675300916036,0.45805487255641303,0.5389194139194139,0.5104230344627371,0.6900719801584879,0.49784975104141815,-0.0013736263736263687,-0.018032891489309977,0.017764965693155887,-0.0037797792415235065
TA,back,0.1,728,2032,0.12971193869701972,0.11840340544638171,0.5773809523809523,0.5530338122830663,0.6289470195770264,0.5922512978237823,0.5833333333333334,0.5596512473443698,0.6272537509600321,0.5826009303981349,0.5572344322344323,0.5425483393066272,0.6438154776891073,0.5720202081756869,0.5728021978021978,0.5490914079058599,0.634428064028422,0.5881014515546769,0.5636446886446886,0.5361416929708727,0.6457925041516622,0.5836828074858929,0.592948717948718,0.5684053052925102,0.6259050766626993,0.6065262710025292,0.009615384615384581,0.008754057948140437,-0.0013486742973327637,0.02392534060439433
TA,back,0.3,728,5478,0.3284235928836993,0.3190565047524637,0.5755494505494505,0.5542159164860425,0.6369154453277588,0.5841749517172646,0.5686813186813187,0.5442703647094775,0.6412222385406494,0.5688555857712556,0.5247252747252747,0.5100188483396667,0.6810918052991232,0.5244144853832216,0.5494505494505495,0.5269391554911059,0.6550299525260925,0.5610697007101364,0.5306776556776557,0.5052468585218366,0.6788531939188639,0.5335425731806056,0.5686813186813187,0.5495816139368236,0.6466836333274841,0.5778471812083324,0.0,0.005311249227346049,0.005461394786834717,0.008991595437076838
TA,back,0.5,728,8752,0.516434327252749,0.5097090209341653,0.5453296703296703,0.5231469379761322,0.6683700084686279,0.5122351235854776,0.554945054945055,0.5329241967964748,0.6728180249532064,0.5063205040248326,0.4766483516483516,0.4607367973796755,0.756645401318868,0.40376918135185336,0.5187728937728937,0.49845968250602424,0.708362877368927,0.4593275808527523,0.48534798534798534,0.45745357173661516,0.7386407653490702,0.4191671081765501,0.5279304029304029,0.5108660017150505,0.706055223941803,0.47871752223305336,-0.02701465201465203,-0.02205819508142437,0.03323719898859656,-0.02760298179177928
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.5892857142857143,0.5703549732087921,0.6184141635894775,0.6104736073870601,0.6021062271062271,0.5809519686229692,0.6188282569249471,0.6029783478116302,0.5613553113553114,0.5531616606285801,0.6314461429913839,0.587904380660073,0.5906593406593407,0.5697988337140969,0.6210343440373739,0.6118553951540436,0.576923076923077,0.5482506693977195,0.6369329293568929,0.6017741187120239,0.6108058608058607,0.5854504146258784,0.6221081813176473,0.6164468560792633,0.008699633699633669,0.004498446002909273,0.0032799243927001953,0.013468508267633128
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5695970695970696,0.55485527413958,0.6487391591072083,0.5367561734722301,0.5705128205128205,0.553749480818125,0.6543737252553304,0.5257764114685168,0.5265567765567766,0.5191422180169284,0.6835024754206339,0.49092470971690594,0.5764652014652014,0.5565922832059172,0.6578699350357056,0.539977314562646,0.5471611721611721,0.5221939448658244,0.6814700166384379,0.5044031777781424,0.5810439560439561,0.5573431935960251,0.6667870084444681,0.5352929628164874,0.010531135531135605,0.0035937127779001043,0.012413283189137703,0.009516551347970581
TA,front,0.5,728,8752,0.516434327252749,0.5096507084961223,0.5425824175824175,0.5289653940102745,0.67604527870814,0.48472049009169355,0.5558608058608059,0.540588189331422,0.6830987930297852,0.4749087105833741,0.4917582417582418,0.48332542183481725,0.7395510276158651,0.4100919934561314,0.5434981684981686,0.526481028638386,0.698968768119812,0.46432955962083156,0.5132783882783882,0.4886473415197754,0.7272083361943563,0.41909791684866354,0.5517399267399268,0.5312039702675118,0.7082502841949463,0.47133528740878217,-0.004120879120879106,-0.009384219063910293,0.025151491165161133,-0.0035734231745919165
TA,middle,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.5897435897435898,0.570050673492748,0.6158690452575684,0.5992700643437755,0.603021978021978,0.581914299114929,0.6122872630755106,0.5907314544864879,0.5682234432234432,0.5540143852530615,0.635280430316925,0.5756965119272661,0.6016483516483516,0.5755090476138317,0.6242407162984213,0.5956902824014932,0.5764652014652014,0.549140033590718,0.640974779923757,0.5933609374145081,0.6048534798534799,0.5758938574167611,0.6284165978431702,0.6070385168599751,0.001831501831501936,-0.006020441698167844,0.016129334767659542,0.016307062373487224
TA,middle,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5897435897435898,0.5744610212083003,0.6272148291269938,0.559235429303979,0.5915750915750916,0.5743868601349108,0.6303455829620361,0.550429559565691,0.5471611721611721,0.5316596372629997,0.6807516614596049,0.5079294833466186,0.5824175824175825,0.5561903563777706,0.6516017119089762,0.542892011127097,0.5540293040293041,0.5218571583820154,0.6721805532773336,0.5302365873708363,0.5847069597069597,0.5576478784851711,0.6559463739395142,0.5529210763461656,-0.006868131868131844,-0.016738981649739748,0.025600790977478027,0.0024915167804746563
TA,middle,0.5,728,8752,0.516434327252749,0.5096507084961223,0.5343406593406593,0.5223096430242629,0.666746457417806,0.5071877765313417,0.5402930402930404,0.5270534314495497,0.6716684699058533,0.5047438203993981,0.4908424908424909,0.4779133389607002,0.7482538223266602,0.4124313165969428,0.5311355311355311,0.5070624422416624,0.6955098112424215,0.48229661520281353,0.5114468864468864,0.48453655181290656,0.723870317141215,0.4377138796557877,0.5293040293040293,0.5079385612985816,0.7010953426361084,0.49028347919883014,-0.010989010989011061,-0.019114870150968133,0.029426872730255127,-0.014460341200567994
TV,back,0.1,728,2032,0.12971193869701972,0.11782160412420573,0.5782967032967034,0.5544779189140258,0.6286539832750956,0.5937439423922605,0.5778388278388279,0.5531039731254547,0.627290685971578,0.5840277411335905,0.5558608058608059,0.5412920865918167,0.6399148106575012,0.5769298553808632,0.5741758241758241,0.5489526885394438,0.6355352997779846,0.5861857172912202,0.5718864468864469,0.544529932167091,0.6430151263872782,0.5887423165621832,0.5879120879120879,0.5626726787895298,0.6236162583033243,0.6056941400124958,0.010073260073260037,0.009568705664075083,-0.0036744276682536547,0.021666398878905313
TV,back,0.3,728,5478,0.3284235928836993,0.3178575710346481,0.5732600732600732,0.5533979916367379,0.6342573165893555,0.5857055472426012,0.5673076923076923,0.5444681438013759,0.6395496129989624,0.5710410597544836,0.5274725274725275,0.5026102959608162,0.6680932839711508,0.539067385287831,0.5554029304029304,0.53067947505802,0.658107340335846,0.5590950819310904,0.5398351648351648,0.5037185584877821,0.6782740751902262,0.5517374580073864,0.5668498168498168,0.5451269895305045,0.6494410634040833,0.5766535501925117,-0.00045787545787545625,0.0006588457291286653,0.00989145040512085,0.005612490438028139
TV,back,0.5,728,8752,0.516434327252749,0.508392279103225,0.5471611721611722,0.5284611774132273,0.6638172268867493,0.5185521358101629,0.5627289377289377,0.5407246110275796,0.6685630679130554,0.5114066369195328,0.4766483516483517,0.43566047390079926,0.719481885433197,0.40963297939157534,0.516025641025641,0.49048587597432663,0.7061680754025778,0.45518978551049566,0.4922161172161172,0.44153785355348935,0.7316879232724508,0.42327603933430336,0.5256410256410257,0.5029989015749895,0.7000537316004435,0.46830465150531153,-0.03708791208791207,-0.03772570945259013,0.031490663687388065,-0.04310198541422128
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,0.5943223443223443,0.5737814531680906,0.6181918183962504,0.6114120722235992,0.6016483516483516,0.578917740711787,0.6173305511474609,0.6045012854161315,0.5627289377289377,0.5495847573314044,0.6274349490801493,0.5953371266463813,0.5943223443223443,0.5703688300233996,0.6170320709546407,0.6127609739548695,0.5773809523809523,0.5411335842348902,0.6377373139063517,0.6092184301531598,0.6117216117216118,0.582569049895577,0.6189494331677755,0.6173476249488291,0.010073260073260148,0.0036513091837899747,0.0016188820203145715,0.012846339532697648
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,0.5645604395604396,0.5479989507698666,0.6458370486895243,0.5405882600306385,0.5695970695970696,0.5499480099221251,0.6493086417516073,0.5314530434516245,0.5151098901098902,0.49297311731343524,0.6714224815368652,0.49487821924078446,0.5659340659340659,0.5386111721731986,0.6559906999270121,0.5344926162338371,0.5398351648351648,0.4972150382068311,0.6904451847076416,0.5098547696322564,0.5737179487179487,0.5430369220787115,0.6630058089892069,0.5282372928617072,0.004120879120879106,-0.006911087843413655,0.013697167237599617,-0.003215750589917299
TV,front,0.5,728,8752,0.516434327252749,0.5107601007073492,0.5508241758241759,0.5340927069769558,0.6741664012273153,0.4850426719158812,0.5608974358974359,0.5429719436013545,0.6797148585319519,0.4788923634754113,0.4803113553113553,0.44357887342408725,0.7199263572692871,0.39864638210908765,0.5297619047619048,0.4949796740431013,0.708280086517334,0.4377440489885613,0.4935897435897436,0.4356459405231273,0.742986798286438,0.40152960479832883,0.5325091575091575,0.5020034193976451,0.7084354956944784,0.4399371645654878,-0.0283882783882784,-0.04096852420370933,0.028720637162526486,-0.038955198909923494
TV,middle,0.1,728,2032,0.12971193869701972,0.11848099748231627,0.5897435897435898,0.5700069973620028,0.6176704367001852,0.5976624244529758,0.6007326007326007,0.5788358136682015,0.6144325931866964,0.5887556346640673,0.5714285714285714,0.554573220291185,0.6359811822573344,0.5749160974132674,0.6025641025641025,0.5752949697886595,0.6242254177729288,0.5926164116055211,0.5782967032967034,0.5460396179551898,0.6443151036898295,0.5900556622651664,0.6043956043956044,0.5752945247102885,0.6274624268213908,0.6017830110031284,0.00366300366300365,-0.003541288957912947,0.013029833634694343,0.013027376339061036
TV,middle,0.3,728,5478,0.3284235928836993,0.3194461095791871,0.5892857142857143,0.5739915366104076,0.6286913156509399,0.5578233647171305,0.592032967032967,0.574256072107687,0.6313663721084595,0.5485653253561168,0.5334249084249084,0.5052921206587347,0.6710787614186605,0.5027834416867665,0.5673076923076923,0.5352975827776046,0.6513074636459351,0.5354496217928895,0.5384615384615384,0.492136808167928,0.6834750771522522,0.5171477685920816,0.5659340659340659,0.534138402899409,0.6548381845156351,0.5397213266942006,-0.026098901098901117,-0.040117669208278084,0.023471812407175663,-0.008843998661916208
TV,middle,0.5,728,8752,0.516434327252749,0.5098909003716581,0.5238095238095238,0.5110988864095828,0.6659447550773621,0.5036886989232273,0.5375457875457875,0.5237538801565563,0.6706821918487549,0.5021663638176458,0.48214285714285715,0.44731418756829855,0.7163052558898926,0.4012781563650654,0.527014652014652,0.4983577775720801,0.6973298192024231,0.46238394424957724,0.48717948717948717,0.4372386152483165,0.7387529015541077,0.3959183708152151,0.5210622710622711,0.49546261906738304,0.6964907050132751,0.46204798642100225,-0.016483516483516425,-0.028291261089173292,0.025808513164520264,-0.040118377396643534
V,back,0.1,728,2032,0.12971193869701972,0.11728013833992094,0.6314102564102564,0.6067494877147358,0.6101254026095072,0.6321706587486972,0.6231684981684982,0.6045157517718848,0.599077026049296,0.624411498828661,0.6021062271062271,0.5886475491264938,0.6096627910931905,0.6312937955669176,0.6158424908424909,0.5935620115349419,0.6039900382359823,0.6323476727025981,0.6066849816849818,0.585755232139346,0.6128716667493185,0.6444850996274266,0.6277472527472527,0.6032770510147989,0.6046668489774069,0.6464469641009067,0.0045787545787545625,-0.0012387007570858755,0.0055898229281108325,0.022035465272245758
