relative_path,category,size_bytes,sha256,format,sample_count,pipeline_usage,pkl_top_keys,pkl_shapes,pkl_dtypes,notes
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/8.mp4,attachment1_video,1166371,72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412,mp4,1,primary_pipeline,,,,Attachment 1 original video: -iRBcNs9oI8/8.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/9.mp4,attachment1_video,1084122,352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74,mp4,1,primary_pipeline,,,,Attachment 1 original video: -iRBcNs9oI8/9.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/5.mp4,attachment1_video,333185,3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043,mp4,1,primary_pipeline,,,,Attachment 1 original video: -lzEya4AM_4/5.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/6.mp4,attachment1_video,1088736,ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18,mp4,1,primary_pipeline,,,,Attachment 1 original video: -lzEya4AM_4/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/0.mp4,attachment1_video,350827,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,mp4,1,primary_pipeline,,,,Attachment 1 original video: -MeTTeMJBNc/0.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4,attachment1_video,271826,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,mp4,1,primary_pipeline,,,,Attachment 1 original video: -MeTTeMJBNc/13.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/7.mp4,attachment1_video,632477,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,mp4,1,primary_pipeline,,,,Attachment 1 original video: -MeTTeMJBNc/7.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/1.mp4,attachment1_video,1040138,c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b,mp4,1,primary_pipeline,,,,Attachment 1 original video: -mJ2ud6oKI8/1.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4,attachment1_video,1471617,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28,mp4,1,primary_pipeline,,,,Attachment 1 original video: -mJ2ud6oKI8/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4,attachment1_video,562692,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d,mp4,1,primary_pipeline,,,,Attachment 1 original video: -mJ2ud6oKI8/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4,attachment1_video,1578317,6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc,mp4,1,primary_pipeline,,,,Attachment 1 original video: -mJ2ud6oKI8/8.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4,attachment1_video,1788453,df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47,mp4,1,primary_pipeline,,,,Attachment 1 original video: -mJ2ud6oKI8/9.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4,attachment1_video,517424,cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda,mp4,1,primary_pipeline,,,,Attachment 1 original video: -mqbVkbCndg/0.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/1.mp4,attachment1_video,1024510,d8fcf16c6eb51c56947ec3d0549c6f3bc7a0cf1fc5f5d89e8b38d4249a08db4f,mp4,1,primary_pipeline,,,,Attachment 1 original video: -NFrJFQijFE/1.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/2.mp4,attachment1_video,1452918,a54a5c144a64f5abd26b19aafa6cea8142ee08e9385fa508fa70c934f6b616c1,mp4,1,primary_pipeline,,,,Attachment 1 original video: -NFrJFQijFE/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-qDkUB0GgYY/6.mp4,attachment1_video,404331,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b,mp4,1,primary_pipeline,,,,Attachment 1 original video: -qDkUB0GgYY/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4,attachment1_video,2061678,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,mp4,1,primary_pipeline,,,,Attachment 1 original video: -RfYyzHpjk4/11.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/2.mp4,attachment1_video,1138330,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,mp4,1,primary_pipeline,,,,Attachment 1 original video: -RfYyzHpjk4/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/8.mp4,attachment1_video,2256195,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,mp4,1,primary_pipeline,,,,Attachment 1 original video: -RfYyzHpjk4/8.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/0.mp4,attachment1_video,188321,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b,mp4,1,primary_pipeline,,,,Attachment 1 original video: -ri04Z7vwnc/0.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/2.mp4,attachment1_video,460082,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148,mp4,1,primary_pipeline,,,,Attachment 1 original video: -ri04Z7vwnc/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/5.mp4,attachment1_video,550439,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736,mp4,1,primary_pipeline,,,,Attachment 1 original video: -ri04Z7vwnc/5.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4,attachment1_video,890272,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5,mp4,1,primary_pipeline,,,,Attachment 1 original video: -s9qJ7ATP7w/0.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/1.mp4,attachment1_video,1431603,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09,mp4,1,primary_pipeline,,,,Attachment 1 original video: -s9qJ7ATP7w/1.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/4.mp4,attachment1_video,639360,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9,mp4,1,primary_pipeline,,,,Attachment 1 original video: -s9qJ7ATP7w/4.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/5.mp4,attachment1_video,1432255,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae,mp4,1,primary_pipeline,,,,Attachment 1 original video: -s9qJ7ATP7w/5.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/6.mp4,attachment1_video,839808,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451,mp4,1,primary_pipeline,,,,Attachment 1 original video: -s9qJ7ATP7w/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/7.mp4,attachment1_video,1601944,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d,mp4,1,primary_pipeline,,,,Attachment 1 original video: -s9qJ7ATP7w/7.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/8.mp4,attachment1_video,781494,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239,mp4,1,primary_pipeline,,,,Attachment 1 original video: -s9qJ7ATP7w/8.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4,attachment1_video,282834,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8,mp4,1,primary_pipeline,,,,Attachment 1 original video: -t217m2on-s/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,attachment1_video,648501,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7,mp4,1,primary_pipeline,,,,Attachment 1 original video: -t217m2on-s/7.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4,attachment1_video,1547930,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6,mp4,1,primary_pipeline,,,,Attachment 1 original video: -tANM6ETl_M/3.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/12.mp4,attachment1_video,1262553,e2f148f4f2e74724dc13b3ce870a0ce6a06740cfc224f5a9b3d0a870b196e7d4,mp4,1,primary_pipeline,,,,Attachment 1 original video: -THoVjtIkeU/12.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/2.mp4,attachment1_video,347917,35a6c2464ffd68dd96411edb5dc2763f0efb59f264c1d8b737e616fa6b0d1d5b,mp4,1,primary_pipeline,,,,Attachment 1 original video: -THoVjtIkeU/2.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/6.mp4,attachment1_video,801802,efaa55ee6394032c867046690a92c29edfd825005f0a090cca5ccb763b227f64,mp4,1,primary_pipeline,,,,Attachment 1 original video: -THoVjtIkeU/6.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4,attachment1_video,512248,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8,mp4,1,primary_pipeline,,,,Attachment 1 original video: -tPCytz4rww/10.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,attachment1_video,361198,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d,mp4,1,primary_pipeline,,,,Attachment 1 original video: -tPCytz4rww/11.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4,attachment1_video,831948,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5,mp4,1,primary_pipeline,,,,Attachment 1 original video: -tPCytz4rww/12.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4,attachment1_video,550547,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93,mp4,1,primary_pipeline,,,,Attachment 1 original video: -tPCytz4rww/16.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4,attachment1_video,625292,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776,mp4,1,primary_pipeline,,,,Attachment 1 original video: -tPCytz4rww/18.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4,attachment1_video,486491,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360,mp4,1,primary_pipeline,,,,Attachment 1 original video: -UacrmKiTn4/10.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/4.mp4,attachment1_video,249701,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84,mp4,1,primary_pipeline,,,,Attachment 1 original video: -UacrmKiTn4/4.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UUCSKoHeMA/0.mp4,attachment1_video,286208,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898,mp4,1,primary_pipeline,,,,Attachment 1 original video: -UUCSKoHeMA/0.mp4
data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/0.mp4,attachment1_video,654518,f578b305d53bc152702f5e771de0fcd12d1e9aaefc5cefce3d2082a417aab7c8,mp4,1,primary_pipeline,,,,Attachment 1 original video: -UuX1xuaiiE/0.mp4
